1.79554E+01	1.58062E+01	1.63728E+01	3.20975E+00	0.00000E+00
1.79365E+01	1.57896E+01	1.63556E+01	3.20637E+00	0.00000E+00
1.79176E+01	1.57730E+01	1.63383E+01	3.20299E+00	0.00000E+00
1.78987E+01	1.57563E+01	1.63211E+01	3.19961E+00	0.00000E+00
1.78798E+01	1.57397E+01	1.63038E+01	3.19624E+00	0.00000E+00
1.78609E+01	1.57231E+01	1.62866E+01	3.19286E+00	0.00000E+00
1.78421E+01	1.57065E+01	1.62694E+01	3.18948E+00	0.00000E+00
1.78232E+01	1.56899E+01	1.62521E+01	3.18610E+00	0.00000E+00
1.78043E+01	1.56732E+01	1.62349E+01	3.18272E+00	0.00000E+00
1.77854E+01	1.56566E+01	1.62176E+01	3.17934E+00	0.00000E+00
1.77665E+01	1.56400E+01	1.62004E+01	3.17597E+00	0.00000E+00
1.77476E+01	1.56234E+01	1.61831E+01	3.17259E+00	0.00000E+00
1.77287E+01	1.56068E+01	1.61659E+01	3.16921E+00	0.00000E+00
1.77098E+01	1.55902E+01	1.61487E+01	3.16583E+00	0.00000E+00
1.76909E+01	1.55735E+01	1.61314E+01	3.16245E+00	0.00000E+00
1.76720E+01	1.55569E+01	1.61142E+01	3.15907E+00	0.00000E+00
1.76531E+01	1.55403E+01	1.60969E+01	3.15570E+00	0.00000E+00
1.76342E+01	1.55237E+01	1.60797E+01	3.15232E+00	0.00000E+00
1.76154E+01	1.55071E+01	1.60625E+01	3.14894E+00	0.00000E+00
1.75965E+01	1.54904E+01	1.60452E+01	3.14556E+00	0.00000E+00
1.75776E+01	1.54738E+01	1.60280E+01	3.14218E+00	0.00000E+00
1.75587E+01	1.54572E+01	1.60107E+01	3.13880E+00	0.00000E+00
1.75398E+01	1.54406E+01	1.59935E+01	3.13542E+00	0.00000E+00
1.75209E+01	1.54240E+01	1.59762E+01	3.13205E+00	0.00000E+00
1.75020E+01	1.54073E+01	1.59590E+01	3.12867E+00	0.00000E+00
1.74831E+01	1.53907E+01	1.59418E+01	3.12529E+00	0.00000E+00
1.74642E+01	1.53741E+01	1.59245E+01	3.12191E+00	0.00000E+00
1.74453E+01	1.53575E+01	1.59073E+01	3.11853E+00	0.00000E+00
1.74264E+01	1.53409E+01	1.58900E+01	3.11515E+00	0.00000E+00
1.74076E+01	1.53242E+01	1.58728E+01	3.11178E+00	0.00000E+00
1.73887E+01	1.53076E+01	1.58556E+01	3.10840E+00	0.00000E+00
1.73698E+01	1.52910E+01	1.58383E+01	3.10502E+00	0.00000E+00
1.73509E+01	1.52744E+01	1.58211E+01	3.10164E+00	0.00000E+00
1.73320E+01	1.52578E+01	1.58038E+01	3.09826E+00	0.00000E+00
1.73131E+01	1.52412E+01	1.57866E+01	3.09488E+00	0.00000E+00
1.72942E+01	1.52245E+01	1.57694E+01	3.09150E+00	0.00000E+00
1.72753E+01	1.52079E+01	1.57521E+01	3.08813E+00	0.00000E+00
1.72564E+01	1.51913E+01	1.57349E+01	3.08475E+00	0.00000E+00
1.72375E+01	1.51747E+01	1.57176E+01	3.08137E+00	0.00000E+00
1.72186E+01	1.51581E+01	1.57004E+01	3.07799E+00	0.00000E+00
1.71998E+01	1.51414E+01	1.56831E+01	3.07461E+00	0.00000E+00
1.71809E+01	1.51248E+01	1.56659E+01	3.07123E+00	0.00000E+00
1.71620E+01	1.51082E+01	1.56487E+01	3.06786E+00	0.00000E+00
1.71431E+01	1.50916E+01	1.56314E+01	3.06448E+00	0.00000E+00
1.71242E+01	1.50750E+01	1.56142E+01	3.06110E+00	0.00000E+00
1.71053E+01	1.50583E+01	1.55969E+01	3.05772E+00	0.00000E+00
1.70864E+01	1.50417E+01	1.55797E+01	3.05434E+00	0.00000E+00
1.70675E+01	1.50251E+01	1.55625E+01	3.05096E+00	0.00000E+00
1.70486E+01	1.50085E+01	1.55452E+01	3.04759E+00	0.00000E+00
1.70297E+01	1.49919E+01	1.55280E+01	3.04421E+00	0.00000E+00
1.70108E+01	1.49753E+01	1.55107E+01	3.04083E+00	2.61000E-01
1.69919E+01	1.49586E+01	1.54935E+01	3.03745E+00	9.07342E-01
1.69731E+01	1.49420E+01	1.54762E+01	3.03407E+00	1.55368E+00
1.69542E+01	1.49254E+01	1.54590E+01	3.03069E+00	2.20003E+00
1.69353E+01	1.49088E+01	1.54418E+01	3.02731E+00	2.84637E+00
1.69164E+01	1.48922E+01	1.54245E+01	3.02394E+00	3.49271E+00
1.68975E+01	1.48755E+01	1.54073E+01	3.02056E+00	4.13905E+00
1.68786E+01	1.48589E+01	1.53900E+01	3.01718E+00	4.78539E+00
1.68597E+01	1.48423E+01	1.53728E+01	3.01380E+00	5.43174E+00
1.68408E+01	1.48257E+01	1.53556E+01	3.01042E+00	6.07808E+00
1.68219E+01	1.48091E+01	1.53383E+01	3.00704E+00	6.72442E+00
1.68030E+01	1.47924E+01	1.53211E+01	3.00367E+00	7.37076E+00
1.67841E+01	1.47758E+01	1.53038E+01	3.00029E+00	8.01710E+00
1.67653E+01	1.47592E+01	1.52866E+01	2.99691E+00	8.66345E+00
1.67464E+01	1.47426E+01	1.52694E+01	2.99353E+00	9.30979E+00
1.67275E+01	1.47260E+01	1.52521E+01	2.99015E+00	9.95613E+00
1.67086E+01	1.47093E+01	1.52349E+01	2.98677E+00	1.06025E+01
1.66897E+01	1.46927E+01	1.52176E+01	2.98340E+00	1.12488E+01
1.66708E+01	1.46761E+01	1.52004E+01	2.98002E+00	1.18952E+01
1.66519E+01	1.46595E+01	1.51831E+01	2.97664E+00	1.25415E+01
